"","Ac_No","Age","Years.of.Experience","Number.of.Vehicles","Gender","Married","Losses.in.Thousands"
"9573",126470,46,29,3,"F","Married",318.1656947
"9574",158107,38,17,3,"F","Single",682.8144216
"9578",189981,23,6,3,"F","Married",99.81541486
"9580",122728,55,36,3,"M","Single",458.7115177
"9581",103087,22,5,3,"M","Married",217.7758088
"9585",178804,24,5,3,"M","Single",845.2984939
"9587",185859,64,45,3,"M","Married",271.9578787
"9588",131340,63,43,3,"F","Married",81.7970462
"9592",122159,17,0,3,"M","Single",1084.582349
"9594",159468,64,46,3,"M","Single",56.18666438
"9595",143837,65,44,3,"M","Married",282.5451664
"9599",187555,25,6,3,"M","Single",1102.42198
"9601",153799,52,33,3,"F","Single",763.106938
"9602",153406,23,4,3,"M","Single",287.8380428
"9606",170267,68,47,3,"F","Single",145.3831304
"9608",177806,67,49,3,"M","Married",549.9165017
"9609",138181,27,10,3,"F","Married",329.0125562
"9613",118151,21,4,3,"F","Single",661.3159383
"9615",131592,65,48,3,"M","Single",114.0439503
"9616",100537,22,4,3,"M","Married",353.6721522
"9620",151066,17,0,3,"F","Married",441.6426591
"9622",157311,60,39,3,"M","Married",433.4556152
"9623",100632,29,10,3,"F","Married",216.998695
"9627",136117,18,0,3,"M","Single",736.4336297
"9629",148188,16,0,3,"M","Single",823.9431127
"9630",101205,31,10,3,"F","Single",404.7788623
"9634",147700,62,41,3,"M","Single",218.2211854
"9636",126121,33,14,3,"M","Married",386.0097307
"9637",129798,50,30,3,"F","Married",350.5188669
"9641",145953,68,48,3,"F","Married",101.9932844
"9643",122696,70,53,3,"F","Single",69.57448047
"9644",195724,21,2,3,"M","Married",564.6980013
"9648",111560,25,7,3,"M","Single",633.0663893
"9650",176798,70,52,3,"F","Single",93.7226595
"9651",178657,46,29,3,"M","Single",402.6710901
"9655",160393,62,43,3,"F","Single",165.6664059
"9657",178651,19,2,3,"M","Single",642.8462797
"9658",140484,24,7,3,"F","Single",446.9873113
"9662",151742,61,43,3,"M","Single",73.30396425
"9664",161974,70,52,3,"F","Married",81.52838355
"9665",114177,54,36,3,"F","Single",402.4294053
"9669",156050,49,32,3,"F","Single",452.8799118
"9671",102581,50,32,3,"M","Single",167.7291226
"9672",165493,22,5,3,"M","Married",500.339043
"9676",173397,70,51,3,"M","Married",230.5496678
"9678",151873,26,9,3,"M","Married",343.6898797
"9679",131238,62,44,3,"M","Single",204.401161
"9683",165496,62,45,3,"F","Single",122.5853378
"9685",117343,19,2,3,"F","Single",188.395066
"9686",194718,54,36,3,"M","Single",396.3582085
"9690",155407,64,44,3,"M","Single",219.549482
"9692",198066,40,21,3,"F","Married",303.6954464
"9693",187007,63,43,3,"M","Married",242.2761302
"9697",136904,65,48,3,"F","Married",49.61236035
"9699",120151,23,6,3,"F","Single",490.8473595
"9700",154231,20,3,3,"M","Married",541.5791259
"9704",129450,25,8,3,"M","Married",453.7812962
"9706",101304,19,1,3,"M","Married",856.1352159
"9707",192228,21,3,3,"F","Married",270.560534
"9711",186671,28,11,3,"F","Single",423.8902896
"9713",181262,35,16,3,"M","Single",536.617917
"9714",129263,40,20,3,"M","Single",937.2636371
"9718",178383,39,22,3,"M","Married",376.9462415
"9720",105333,55,36,3,"M","Married",358.5410346
"9721",196549,20,3,3,"M","Single",1106.820353
"9725",142969,64,45,3,"M","Married",131.1006337
"9727",197283,66,48,3,"M","Single",184.8876343
"9728",176853,41,24,3,"M","Single",734.4469905
"9732",110153,68,51,3,"F","Married",59.35788412
"9734",126905,16,0,3,"F","Single",245.9460385
"9735",192817,44,27,3,"F","Single",162.9210878
"9739",179053,19,1,3,"M","Married",232.254786
"9741",188582,25,6,3,"F","Single",1296.990069
"9742",174142,30,11,3,"F","Single",384.3993253
"9746",116765,33,16,3,"F","Single",412.0823159
"9748",118084,50,29,3,"F","Married",493.8233283
"9749",158867,17,0,3,"F","Single",738.9427143
"9753",166014,19,0,3,"M","Married",512.1920681
"9755",119548,63,46,3,"M","Single",156.3483341
"9756",194453,50,33,3,"M","Single",245.7227991
"9760",120476,48,31,3,"F","Single",388.7980122
"9762",122071,22,5,3,"M","Married",497.3269336
"9763",113127,38,18,3,"M","Single",390.9018922
"9767",167978,24,5,3,"F","Single",536.0817614
"9769",130815,21,2,3,"F","Single",467.6318976
"9770",125369,27,10,3,"F","Married",195.7336016
"9774",108599,21,4,3,"M","Single",999.8730496
"9776",169265,61,43,3,"F","Single",310.9042823
"9777",193335,28,8,3,"F","Single",401.5186952
"9781",104181,57,37,3,"M","Married",443.5297142
"9783",181199,21,4,3,"F","Single",737.21522
"9784",137861,33,12,3,"F","Single",336.9777824
"9788",163773,70,53,3,"M","Married",66.37737968
"9790",117664,44,27,3,"F","Married",320.1273103
"9791",138812,59,40,3,"M","Married",362.4078242
"9795",148023,53,35,3,"F","Single",356.5541485
"9797",174905,44,26,3,"M","Single",449.3916101
"9798",168751,70,53,3,"F","Single",700.3607889
"9802",113547,44,25,3,"M","Single",845.4949707
"9804",158733,37,20,3,"M","Single",443.8011419
"9805",195316,20,3,3,"F","Married",405.0870183
"9809",133169,19,2,3,"F","Single",593.7213625
"9811",191510,28,8,3,"F","Married",328.5205018
"9812",164738,18,1,3,"F","Single",502.9435603
"9816",135198,63,43,3,"M","Single",73.77395873
"9818",144460,63,45,3,"F","Single",92.17754646
"9819",104352,39,20,3,"M","Married",423.7212376
"9823",132121,61,42,3,"M","Married",577.6616085
"9825",166042,64,45,3,"M","Single",381.7761939
"9826",161878,61,41,3,"M","Married",92.47682971
"9830",172588,21,4,3,"F","Single",384.5008776
"9832",147966,32,14,3,"F","Single",277.0366197
"9833",160543,20,1,3,"F","Single",821.5817084
"9837",161859,20,2,3,"F","Single",430.9069948
"9839",180027,31,14,3,"M","Married",353.0847916
"9840",133292,34,14,3,"M","Single",213.8203957
"9844",194051,69,52,3,"M","Single",309.1605204
"9846",153002,54,33,3,"F","Married",315.1998983
"9847",167605,50,33,3,"F","Single",751.3778859
"9851",179570,25,8,3,"M","Single",1052.124636
"9853",171095,51,30,3,"F","Married",421.5093144
"9854",136534,16,0,3,"M","Married",270.8012465
"9858",151790,28,11,3,"F","Married",330.9052159
"9860",140181,31,12,3,"M","Married",368.1900985
"9861",180497,55,34,3,"F","Married",475.1007265
"9865",162185,64,44,3,"F","Married",160.9837229
"9867",107141,61,40,3,"F","Single",75.17008379
"9868",161845,61,44,3,"M","Single",369.7127844
"9872",168366,21,4,3,"F","Married",492.2762627
"9874",163263,38,17,3,"F","Married",313.5413947
"9875",126802,20,1,3,"M","Married",319.3916327
"9879",135303,29,10,3,"M","Married",655.4816786
"9881",124246,51,31,3,"M","Single",631.7062428
"9882",168375,43,24,3,"M","Married",380.6256736
"9886",105316,26,7,3,"M","Married",523.4855829
"9888",112298,55,34,3,"F","Married",366.86116
"9889",159328,17,0,3,"M","Single",573.3040013
"9893",174345,19,1,3,"F","Single",705.0733831
"9895",155135,70,49,3,"M","Single",677.6506049
"9896",110315,53,36,3,"M","Single",469.4146909
"9900",133265,51,33,3,"M","Single",244.6252522
"9902",156119,33,16,3,"F","Married",126.1962248
"9903",173905,30,12,3,"M","Single",626.2191271
"9907",169698,21,2,3,"M","Single",548.579218
"9909",156380,18,0,3,"M","Single",689.4130703
"9910",178555,29,9,3,"F","Married",324.3069675
"9914",148442,46,26,3,"M","Married",159.7145116
"9916",105976,64,44,3,"F","Married",66.89404456
"9917",110295,18,0,3,"M","Married",439.1286723
"9921",197625,69,48,3,"M","Single",106.0529282
"9923",160854,24,6,3,"M","Single",735.2600412
"9924",129908,66,46,3,"M","Married",216.106487
"9928",142398,62,45,3,"F","Married",266.7128611
"9930",171067,23,5,3,"F","Married",272.0489279
"9931",190595,61,44,3,"M","Single",580.6063261
"9935",178228,68,49,3,"F","Single",277.9042945
"9937",133730,23,6,3,"M","Single",1582.314185
"9938",178173,64,47,3,"F","Single",188.5203952
"9942",187630,32,11,3,"F","Married",297.5352388
"9944",136668,24,5,3,"F","Single",559.9182036
"9945",172823,31,10,3,"M","Single",490.590609
"9949",108088,53,32,3,"F","Married",325.2040585
"9951",114880,46,27,3,"M","Single",288.2849049
"9952",170895,63,45,3,"F","Single",395.1008282
"9956",183329,44,26,3,"F","Single",483.656607
"9958",130907,60,39,3,"F","Married",199.6621481
"9959",119169,60,40,3,"F","Single",64.49974894
"9963",123179,43,26,3,"F","Married",313.2618716
"9965",194953,38,20,3,"M","Single",411.634984
"9966",176776,45,25,3,"F","Married",345.8649432
"9970",151662,64,45,3,"M","Married",271.4513684
"9972",148545,58,37,3,"M","Married",403.8567074
"9973",144791,67,49,3,"M","Married",64.04509929
"9977",112751,40,19,3,"F","Married",299.8475134
"9979",190520,61,41,3,"F","Single",73.35201539
"9980",101606,34,15,3,"F","Married",319.0562067
"9984",127204,21,3,3,"F","Married",683.1064293
"9986",159584,53,36,3,"F","Married",362.3113115
"9987",103657,35,14,3,"M","Single",223.4491102
"9991",137076,24,6,3,"M","Single",683.2504772
"9993",172278,70,51,3,"F","Single",25.91082086
"9994",199078,29,8,3,"F","Single",807.6592434
"9998",107730,38,18,3,"M","Married",420.5568513
"10000",180479,23,5,3,"F","Married",384.38384
"10001",120054,50,30,3,"M","Married",379.5283124
"10005",180198,24,6,3,"M","Married",651.1247737
"10007",162911,24,5,3,"M","Married",321.6806677
"10008",108645,69,49,3,"F","Married",113.149769
"10012",152118,23,6,3,"F","Married",236.0737906
"10014",176483,32,11,3,"F","Single",478.6572702
"10015",129585,21,4,3,"M","Single",1305.985998
"10019",138629,21,3,3,"F","Single",585.3022678
"10021",109418,38,17,3,"M","Married",364.5436701
"10022",119499,18,0,3,"M","Married",306.3038174
"10026",112556,25,6,3,"M","Married",692.7167535
"10028",186930,70,51,3,"M","Single",384.006876
"10029",142541,62,45,3,"M","Married",65.53624329
"10033",129824,30,11,3,"M","Single",766.4775796
"10035",164748,66,46,3,"F","Married",302.3751056
"10036",197535,17,0,3,"F","Single",419.6674977
"10040",101235,41,23,3,"F","Married",254.212927
"10042",100019,51,31,3,"F","Single",552.9365137
"10043",136908,57,39,3,"M","Married",165.1423676
"10047",153473,63,43,3,"F","Single",101.5033229
"10049",147971,41,23,3,"M","Single",501.5088854
"10050",122274,19,1,3,"M","Single",360.6821801
"10054",102437,19,1,3,"F","Single",557.0871936
"10056",175028,16,0,3,"F","Single",560.4544128
"10057",124306,63,44,3,"F","Married",165.2589847
"10061",172562,20,1,3,"F","Married",308.9061638
"10063",122223,66,47,3,"M","Married",198.8215393
"10064",178490,27,6,3,"F","Single",261.3264249
"10068",179482,38,17,3,"M","Married",605.5402007
"10070",137279,33,15,3,"M","Married",308.619471
"10071",148106,68,50,3,"M","Single",546.2450947
"10075",130218,42,25,3,"F","Single",244.7535805
"10077",179284,34,17,3,"F","Single",472.5141741
"10078",101331,37,16,3,"F","Married",152.6981784
"10082",154338,70,49,3,"F","Married",436.314571
"10084",190769,28,8,3,"M","Married",252.0558287
"10085",136140,16,0,3,"F","Married",166.1846197
"10089",125727,17,0,3,"M","Married",527.2441967
"10091",159832,57,40,3,"F","Married",152.8377247
"10092",117846,59,38,3,"M","Married",393.5972642
"10096",140358,20,2,3,"M","Single",813.7886128
"10098",126220,19,1,3,"F","Single",235.3451905
"10099",112803,23,5,3,"M","Single",491.6209559
"10103",156228,25,6,3,"M","Married",422.4070511
"10105",140370,32,15,3,"M","Married",476.3075253
"10106",105780,23,5,3,"M","Single",451.5880196
"10110",190457,64,45,3,"F","Single",36.85347931
"10112",198489,24,6,3,"F","Married",151.1045358
"10113",112790,55,36,3,"F","Single",367.3384677
"10117",162343,52,34,3,"M","Single",500.4497483
"10119",120578,68,51,3,"M","Single",97.47832546
"10120",129268,45,26,3,"F","Single",417.3547846
"10124",196539,65,44,3,"M","Single",49.5115222
"10126",142734,21,3,3,"M","Single",902.9052832
"10127",148266,60,42,3,"F","Single",227.2208439
"10131",146620,24,6,3,"M","Married",520.4128953
"10133",191541,64,43,3,"M","Married",35.62884287
"10134",118683,24,7,3,"M","Married",448.6384964
"10138",120443,38,19,3,"M","Single",504.547965
"10140",121123,66,48,3,"M","Married",146.6469132
"10141",146463,30,10,3,"M","Single",180.1317101
"10145",180041,68,51,3,"M","Married",156.5496923
"10147",142705,21,4,3,"F","Married",463.5494703
"10148",167507,42,23,3,"M","Single",223.4481119
"10152",109023,67,46,3,"M","Single",93.64557058
"10154",162314,70,49,3,"M","Married",147.4118266
"10155",129783,16,0,3,"F","Married",486.6290318
"10159",189085,50,32,3,"M","Married",223.7777919
"10161",153044,19,2,3,"F","Married",272.0471721
"10162",118032,64,44,3,"M","Single",106.4613638
"10166",174087,35,14,3,"F","Single",268.6189791
"10168",182411,19,2,3,"M","Single",732.5388838
"10169",197284,69,48,3,"M","Single",52.80196713
"10173",107080,50,30,3,"M","Single",482.6817559
"10175",153954,64,47,3,"M","Married",392.4944029
"10176",141815,32,12,3,"M","Single",425.0750354
"10180",172116,18,0,3,"F","Single",280.97167
"10182",120427,60,43,3,"M","Single",553.352897
"10183",184449,62,41,3,"M","Single",145.2461263
"10187",109682,20,2,3,"M","Single",1291.362186
"10189",101083,66,48,3,"F","Married",31.26546602
"10190",122282,46,29,3,"F","Married",624.1397563
"10194",118275,19,0,3,"F","Single",523.4836397
"10196",106384,37,16,3,"F","Married",151.5045773
"10197",164769,53,36,3,"F","Married",409.7377822
"10201",109556,19,1,3,"M","Married",516.6382649
"10203",177159,16,0,3,"M","Single",1377.539259
"10204",188944,16,0,3,"F","Married",222.3914688
"10208",183999,21,3,3,"F","Married",226.5756152
"10210",156940,24,7,3,"M","Married",318.0342662
"10211",160768,64,46,3,"M","Married",44.2977249
"10215",156851,33,15,3,"M","Married",404.5052672
"10217",135972,21,4,3,"F","Married",154.8437996
"10218",148055,57,38,3,"M","Single",463.8369854
"10222",188698,47,27,3,"F","Married",609.2892848
"10224",163089,32,11,3,"M","Single",240.8530538
"10225",142094,70,51,3,"M","Single",136.073391
"10229",104090,21,2,3,"F","Married",264.056303
"10231",196038,42,24,3,"M","Single",194.2705281
"10232",130703,24,5,3,"M","Single",573.8657603
"10236",194751,69,52,3,"F","Single",199.2010198
"10238",109825,41,21,3,"F","Single",790.0094992
"10239",144653,27,10,3,"M","Single",437.302042
"10243",101987,17,0,3,"M","Single",629.7962025
"10245",106286,50,31,3,"F","Single",351.1635587
"10246",171454,43,22,3,"F","Married",505.324672
"10250",171129,41,23,3,"M","Married",647.3515386
"10252",150245,68,48,3,"F","Married",201.5175786
"10253",158372,33,13,3,"M","Married",552.3288797
"10257",196028,25,6,3,"F","Single",511.5813257
"10259",146047,36,18,3,"F","Single",450.2463441
"10260",165057,16,0,3,"M","Married",747.9162636
"10264",168534,65,46,3,"F","Married",73.8504676
"10266",194514,64,47,3,"F","Single",266.761618
"10267",117658,16,0,3,"F","Single",331.4292124
"10271",166018,32,14,3,"F","Married",127.0057963
"10273",186335,23,4,3,"F","Married",249.68224
"10274",103362,16,0,3,"F","Married",377.4714749
"10278",178458,48,27,3,"M","Married",352.9830599
"10280",138897,67,50,3,"M","Married",151.3785083
"10281",150203,69,48,3,"F","Married",84.41786459
"10285",172822,48,27,3,"F","Married",341.5685446
"10287",168016,65,48,3,"F","Single",82.21585193
"10288",118686,23,5,3,"M","Single",759.9971924
"10292",169127,64,46,3,"M","Single",95.65189276
"10294",144638,66,47,3,"M","Married",187.0689746
"10295",167773,68,47,3,"M","Single",165.4354244
"10299",184724,51,30,3,"M","Married",409.8565591
"10301",192232,68,51,3,"F","Single",142.9617837
"10302",152105,63,45,3,"F","Married",156.9771093
"10306",189680,53,34,3,"M","Single",435.4005785
"10308",155842,28,11,3,"M","Single",446.0887616
"10309",127071,19,1,3,"M","Married",563.1467632
"10313",108957,40,19,3,"M","Married",368.9068097
"10315",122506,43,25,3,"M","Married",356.0433931
"10316",197699,16,0,3,"F","Single",196.9921736
"10320",169490,27,9,3,"F","Single",428.7863104
"10322",146039,24,7,3,"M","Single",985.8140431
"10323",102755,68,51,3,"F","Married",80.59141132
"10327",157495,36,18,3,"M","Single",587.1620594
"10329",125999,29,12,3,"F","Single",379.8254789
"10330",185196,25,8,3,"M","Married",641.0568299
"10334",199226,24,5,3,"M","Married",270.3439618
"10336",164184,67,50,3,"M","Married",70.819124
"10337",171660,28,11,3,"M","Single",452.9193311
"10341",140074,22,4,3,"F","Married",317.7358252
"10343",101843,54,36,3,"M","Married",453.5452161
"10344",164405,45,28,3,"F","Married",345.7872311
"10348",121722,70,49,3,"F","Single",159.5136816
"10350",118619,18,0,3,"F","Single",768.4793814
"10351",167135,64,45,3,"M","Single",55.67112525
"10355",108477,61,41,3,"F","Single",130.7757095
"10357",109587,36,17,3,"F","Single",830.9321942
"10358",111320,46,28,3,"M","Married",372.3125049
"10362",170180,31,10,3,"F","Single",574.2567511
"10364",163450,25,6,3,"M","Single",851.8635648
"10365",146550,27,7,3,"M","Married",258.6368128
"10369",139692,68,49,3,"F","Married",163.9798518
"10371",173661,70,53,3,"M","Married",130.0411373
"10372",121965,41,21,3,"M","Single",544.5625563
"10376",155250,35,16,3,"F","Married",234.2771423
"10378",178506,39,20,3,"F","Married",229.8630713
"10379",137482,41,22,3,"M","Married",340.180379
"10383",118163,58,41,3,"F","Married",330.8133013
"10385",150215,22,3,3,"M","Married",758.960996
"10386",145156,27,8,3,"F","Single",421.0077464
"10390",109552,21,4,3,"M","Single",684.2638013
"10392",189951,17,0,3,"M","Single",1380.980203
"10393",140761,33,15,3,"M","Single",258.1998141
"10397",150724,70,53,3,"M","Married",122.6117209
"10399",187100,21,4,3,"F","Married",284.7555892
"10400",144660,18,0,3,"M","Married",463.5702261
"10404",167700,16,0,3,"F","Single",826.1310526
"10406",133968,22,5,3,"F","Married",143.8981868
"10407",136115,59,38,3,"F","Married",465.6428112
"10411",163906,23,5,3,"M","Single",1204.097279
"10413",183875,20,3,3,"F","Single",761.7805601
"10414",127475,19,2,3,"F","Married",299.190366
"10418",195882,40,23,3,"F","Single",380.6014831
"10420",172914,25,8,3,"F","Married",304.0324125
"10421",106880,53,33,3,"F","Single",533.8597606
"10425",101700,25,6,3,"M","Married",396.1469344
"10427",168184,63,44,3,"F","Single",131.59412
"10428",178340,61,42,3,"M","Married",127.970664
"10432",175425,40,20,3,"M","Single",749.0718397
"10434",108631,19,2,3,"F","Married",218.7236106
"10435",173074,65,44,3,"M","Married",309.8096523
"10439",146576,24,7,3,"F","Single",753.9013475
"10441",179440,63,46,3,"M","Married",121.2747787
"10442",101150,24,7,3,"F","Married",375.3185546
